Accession	Description	Sum.PEP.Score	X..Unique.Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
Q9UMY4	Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4	61.928	8	31919124.78	171059.4531	34472749.91	1039862.625	34282687.59	227549.1094	34313860.78	1566864.609	28870744.75	1410527.891	27413753.69	1423508.164	48270841.94	4519350.719	29712348.47	5150832.969	28722888	4815678.25	34834913.69	5881192.313	34541399.53	6460472.469	40148660.44	5918352.688	29025425.94	19394454.25	15150238.25	18374446.88	40388199.88	23839113.38	26530400.44	550544.6875	29645761	612462.7188	24873513	475413.1563	31291613.75	511017.3125	24300459.75	433892.7813	30206795	901355.9219	22975902.19	1996160.141	26175513.88	3480646.609	25588604.13	2637299.031	22381018.44	5042683.906	20043858.75	5626915.172	24952997.13	3328249.563	9765250.938	9289392.75	13453171.53	8734351.938	12897803.75	8569234
Q9UMZ2	Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2	16.633	5	2443995.063	NA	2763679.094	NA	1655129.016	NA	1782326.344	103332.1094	1951558.781	52377.19922	1572842.875	NA	2492868.75	103120.0156	1409449.313	104031.2266	1698079.5	83147.17188	1680732.969	119110.7031	1263815.688	204182.9844	1320539.781	126188.8828	312991.4375	174644.5938	NA	NA	NA	356971.2813	1766768.375	NA	1994556.938	NA	1733499.313	NA	1975437.094	NA	2876823.563	NA	2430937.844	NA	1747225.531	NA	1602537.781	NA	1489291.094	NA	1592265.203	NA	1340765.063	NA	1357632.641	NA	425196.75	NA	318362.3125	NA	259194.5469	NA
Q9UN37	Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1	82.314	9	18324016.88	NA	20919104.75	NA	21337179	NA	22397668.81	430029.4063	18614838	448565.125	24642631.5	NA	23638562.56	3406806.844	15500598.69	1195050.25	15869792	2633477.188	12537778.69	3989495.875	13072180.69	4284584.531	17551013.38	3366374.938	8269215	12499978.19	7072127.75	9294797.875	10241585.94	12616445.19	18546033.75	NA	21208865.91	NA	19924130.53	NA	23101911.34	NA	19679154.63	NA	22840788.97	NA	16449823.69	2473842.438	15693138.59	1600015.938	16708598.41	427018.9063	14902494	1965608.875	16427842.25	2476050.656	17847932.34	3171590.313	4656036.094	6190213.281	8692465.75	2614853.875	10082564.5	6299478.563
Q9UN79	Transcription factor SOX-13 OS=Homo sapiens OX=9606 GN=SOX13 PE=1 SV=3	1.686	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3613115.25	NA	6170201	NA	NA	NA	3833887	NA	NA	NA	2902570	NA	2811895.5	NA	NA	NA	2073688	NA	2486666.5	NA	2260897.5	NA	NA	NA	2040508.625	NA	NA	NA	3438010.5
Q9UN81	LINE-1 retrotransposable element ORF1 protein OS=Homo sapiens OX=9606 GN=L1RE1 PE=1 SV=1	4.1	1	612230.4375	NA	NA	NA	1134913.875	NA	705039.9375	NA	876446.9375	937968.875	701971	NA	939837.3125	NA	702293.4375	NA	806814.4375	NA	NA	NA	585766.3125	NA	625322.375	NA	569600.6875	NA	587452.125	797514.1875	528714.6875	NA	662523.4375	NA	831421.625	NA	933739.3125	NA	819933.5	NA	825066.9375	NA	959323.5625	NA	795182.875	NA	960127.9375	NA	857267.9375	NA	713134.125	NA	859124.6875	NA	702116.8125	NA	NA	NA	NA	NA	NA	NA
Q9UN86	Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2	189.732	13	78616426.69	10127328.55	91907557.24	4455562.969	86189764.36	4059841.563	81624638.72	14201342.59	87022092.91	11948060.89	86265602.93	7633806.656	87440193.28	19567735.5	78120254.82	19979346.45	77685410.61	19544743.78	65945921.13	19391926.66	61871867.21	16848181.19	62322987.15	22382273.22	35962832.88	41972637.38	39866531.84	45171661.59	38913448.44	50584061.25	100549451.9	4634068.25	120764052.2	6555152.063	109669752.8	6464024.844	108647497	9137881.438	92290052.25	11536859.78	103037009.7	9473384.938	89390227.16	9893111.875	95047205.06	13143877.05	85336674.63	15538984.66	81867394.88	16852411.47	94131846	21391251.44	77737401	19657200.31	54008380.78	27263986.56	65503362.66	27882147.38	44879235.41	35527853.16
Q9UNE7	E3 ubiquitin-protein ligase CHIP OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=2	170.256	25	73212236.72	3638426.438	80998833.16	1045880.188	91700969.77	1968964.75	70893499.53	4430937.125	67751107.16	4488508.877	74393468.74	4557076.781	68912272.16	10105530.44	68253693.96	11583356.91	54578201.5	11416490.11	61781174.74	20641627.06	44973618.15	17987952.39	65912910.2	20221416.28	39488564.2	45512546.88	43480433.81	52376644.09	47904515.63	53572813.55	61849246.91	2133072.875	65527921.86	1804553.25	62444809.21	6255551	59640254.06	4779510.063	64066988.42	1813956.469	57706501.41	2381907.469	48862189.29	2737866.328	55363555.2	4080085.172	48637989.16	4997521.359	43111448.18	4153093.781	44137341.85	7099417.063	42744155.7	6805225.219	22022842.95	11231733.59	25491598.65	12693503.29	28135518.23	14431990.83
Q9UNF0	Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2	129.984	16	25261510.53	2373206.688	31249836.67	2043478.844	37896902.41	2431304.141	25361699.94	2657428.875	27595495.5	2016440.703	25510560.58	1586598.406	28571443.81	4377060.656	22448789.97	3337393.781	23840650.66	3691229.875	24660557.64	5794414.313	21068594.5	5402800.438	23808716.06	7031525.563	10471933.06	13819647	10727569.88	13345728.56	14759847.23	17102333.97	35130149.69	3314723.031	42803278.59	4252640.25	39974011.53	3056188.813	37707898.69	4679829.281	39763345.63	3772431.313	35148541.5	4291935.75	33065894	5921079.813	29034698.69	4948545.75	27881530.22	6071797	28874392.34	10566417.63	25916228.78	9079708.758	24971723.34	8389971.5	11975846.47	19317130.13	11176071.31	15825063.38	14601192.75	19999169.06
Q9UNF1	Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2	190.791	24	33282788.31	278700.8438	36955170.94	540353.0469	44145829.11	1690253.094	39456417.87	1725230.781	40181194.63	1552235.563	31518491.77	1184618.594	37979329.35	5970475.625	32739089.14	6381661.891	33544250.69	8141856.719	28868934.91	10541640.88	24886395.44	11337253.85	27858333.56	11869312.52	12548854.69	36028632.42	11696110.97	35091153.95	14820777.84	38617341.38	46565393.67	2415382.844	52680387.84	2592489.5	49414726.33	2344992.375	54943988.03	3588925.953	51760175.44	2598587.344	56321218.88	3835486.531	45910514.63	6711030.313	43254642.61	6133996.445	45997735.7	4628630.781	35395950.56	9978812.953	37870331.83	9840777.859	38952361.64	7131489.031	11667579.06	12110170.39	17462363.29	13351529.86	17924650.44	13510927.75
Q9UNH6	Sorting nexin-7 OS=Homo sapiens OX=9606 GN=SNX7 PE=1 SV=1	3.111	1	559690.5	NA	1284062.75	NA	1277904.125	NA	548199.9375	NA	606289.6875	NA	978871.5313	NA	NA	NA	662970.25	NA	NA	NA	520156.4063	NA	619490.5625	NA	NA	NA	NA	NA	NA	NA	NA	NA	936795.0625	NA	1174944.625	NA	784267.875	NA	826626.375	NA	782117.0625	NA	753794.75	NA	814603.375	NA	963968.5	NA	733864.8125	NA	NA	NA	741107.25	NA	NA	NA	492300.375	NA	NA	NA	NA	NA
Q9UNH7	Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1	243.07	22	59486077.5	1695274.625	62205929.94	2055593.75	65605866.44	9150724.5	59169277.38	3406654.25	53986900	8715704.594	56693148.59	3812974.438	66507814.75	7821161.875	55329826.56	8098351.031	63579542.06	8097209.578	45454955.69	12618038.63	51063300.19	12418177.86	56005044.44	16211550.97	37353697.09	38581985.56	39819710.53	43110233.38	43814341.44	42908941.94	64993120.5	511053.5938	90104775.19	2507463.5	68311428.88	1526009	89416939.38	1921071.625	68997007.19	3225278.25	71861472.19	946635.125	67392846.84	6723367.719	66222768.53	8352616.406	62487251.16	6142570.172	56598915.84	10567568.63	58323129.69	12244916.42	62672343.06	9748035.875	38111933.41	27790944.25	31853192.34	22759737.88	46788366	30724026.88
Q9UNI6	Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1	78.026	14	20139133.69	977637	19086906.75	1172537.375	23239432.25	1049320.75	21381703.31	518030.9609	24656199.22	435594.6719	24315556.06	577611.6875	24633907.25	2893912.141	17086669.5	2377877.688	16332206.59	1074089.188	19563740.25	4109746.234	15852115.56	3936201.563	16277931.5	3635089.594	7071173.625	11743591.94	7821943.875	8091724.75	8238055.438	13006366.25	9661042.813	4247474.5	11873731	5074736.688	11356033.38	4614710.281	13468259.56	3419728.125	11308240.63	2699607.813	9895093	2512949.938	9427891.906	2368066.281	11493057.38	2003059.5	8161083.25	2315893.875	6636030.188	2616911.5	8772382.531	2621726.906	10402414.06	1447428.5	4544031.5	3498889.5	3170026.313	3193719.313	6906840.531	3761896
Q9UNK0	Syntaxin-8 OS=Homo sapiens OX=9606 GN=STX8 PE=1 SV=2	8.447	2	NA	NA	322390.8438	NA	399702.0938	NA	292464.7188	NA	190222	NA	NA	NA	1854017.438	NA	NA	NA	1984668.906	NA	1771750.25	NA	NA	NA	270571.9375	NA	3005208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNL2	Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1	35.845	7	21243392.77	NA	22344518.77	33049.50781	22189189.66	45091.23438	18438704.59	1347969.297	17648226.02	1191246.437	22473964.91	4658459.239	20127233.06	7455633.371	19913453.14	10346524.71	22875762.11	9081615.512	17212508.91	7894170.34	15646947.14	7397770.656	17176266.47	8484947.195	14021788.88	26771165.77	15055895.63	19140297.88	9984821.676	18463659.06	23038636.06	163671.3438	27913710.61	NA	26879171.55	55644.21094	23013738.16	6223070.898	18369730.33	868500.1641	20124345.38	1032505.336	14985712.08	2694832.559	17486703.7	2764488.043	15917289.08	2779259.227	13976695.33	3171864.348	17350320.25	4007425.699	17943789	3284073.129	12353374.79	8425913.297	8762457	7415973	15132120.16	9821656.93
Q9UNM6	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	287.99	27	165480325.4	20279145.59	172820103.4	29025468.56	192392919	25362283.38	138606481.4	34807870.36	143370804.6	35760717.91	139524155.7	26392331.63	152613958.3	57362902.34	136007617.4	41634317.05	125578681.6	50413797.81	128978020.6	52430849.34	105607465.2	42279576.38	128958363.6	47735091.97	87905554.69	86477801.56	75754943.95	94774768.09	91626642.66	96363992.44	181936706.2	19876197.13	222652781.6	27145385.25	170739206.7	23555816.25	177331389.5	38116930.28	187463819.8	31468026.39	171231185.3	35115841.5	154196930	35843800.59	147064019.5	41858210.13	143811979.5	36763440.61	153216741	39578820.16	140410529.8	36586329.19	158889999.1	45484578.22	88772042.56	54216744.63	98683777.97	58113021.97	113947880.8	59610475.44
Q9UNN5	FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2	84.309	16	33199758.44	865773.75	36301263.53	2193960.5	40545344.28	1318600.531	33248717.38	1422929.953	32772249.47	1273702.359	28977848.75	172502.1094	30372306.47	4036397.875	28810454.19	4197169.656	31592198.28	4929677.313	32993980.56	10625119	23192378.13	5911785.031	27332062.53	8461666.531	11631216.41	19686440.94	10610918.63	20532440.19	14093991.94	37160337.25	21689194.72	NA	25316772.84	NA	21180005.5	2199928.25	19031565.67	NA	20718640.69	NA	16049649.5	1943854	15741299.06	402939.5	16767379.81	651234	12600668.81	988744.0625	14710488.22	2654094.844	11519432.22	1099419.469	11156491.97	2140796.297	4601943.406	4594705.594	4527164.781	4246303.531	5593967.219	5346402.656
Q9UNN8	Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1	44.177	4	32266841.78	NA	20923754	NA	23105718.69	NA	17514521.53	1501050.449	18255974.69	1221487.439	24151921.59	1889120.188	16897201.78	2963885.125	16051833.66	3593345.125	14754850.92	2962876.438	14064108	5105875	16953540.11	4022269.125	15409137.42	6163379.25	9273813.75	13224251.19	6744744.375	11450249.44	6653211.75	13185116.09	32541735.44	375642.75	40806937.75	373060.9375	32484118.06	756371.5313	41204636.44	3343587.109	31078328.38	2955278.547	37990099.88	2770859.844	30371389.03	8399018.797	32231044.19	9540645.828	37014727.44	6920775	22015083.56	13940889.56	22623684.97	13896924.94	27759192.88	13269494.97	11205848.22	25899983.25	10298335.06	23764706.61	16858206.69	29314689.61
Q9UNP9	Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1	40.495	6	5588063.75	NA	7389085.688	NA	8934448.75	NA	6052970.875	NA	5487276.75	NA	5575779.813	NA	7320566.25	NA	7315914.25	NA	3148116.875	NA	4378195.156	NA	6022475.563	NA	4463022.938	NA	803331.5313	NA	763774.4375	NA	NA	NA	18332801.48	2475717.75	18119882.13	NA	16142600.81	NA	15083432.69	3303546.25	16293944.38	NA	12232704.29	NA	15006708.44	NA	11528303.27	NA	12306987.53	NA	8680315.531	3937675.5	12372866.94	NA	11833304.34	NA	4380198.219	NA	4959346.844	NA	5182009.344	2264992
Q9UNQ0	Broad substrate specificity ATP-binding cassette transporter ABCG2 OS=Homo sapiens OX=9606 GN=ABCG2 PE=1 SV=3	4.106	1	1150432.875	NA	1039173.313	NA	1404627.25	NA	959337.9375	NA	1502526.125	NA	1489169.5	NA	880912.375	NA	738853.25	NA	964359.8125	NA	735663.6875	NA	760522.75	NA	622188.875	NA	NA	NA	NA	NA	NA	NA	1894082.75	NA	1490312.063	NA	2261121.5	NA	1721318.375	200624.4375	1624694.313	NA	1585232.563	NA	1337804.813	280024.375	1672552.063	323827.5938	525044.125	317792.3125	753685.4375	487339.875	1337492.594	325928.1563	575194.9375	335766.0313	NA	1313579.875	319701.25	1200473	379351.625	1282673.375
Q9UNQ2	Probable dimethyladenosine transferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1	27.02	7	7276897.875	NA	6362150.625	NA	10779409.63	NA	7820484.25	234286.1719	11501800.5	290382.3125	7288880.125	481149.0313	11504479.75	2889341.031	9146302.25	1349420.813	9236435.438	3451943.094	8268686.063	3989210.688	3674319.813	4260732.938	9679883.5	4368952.313	775870.3125	10457690.25	2447576.563	12588753.5	4365081	14167489	4269778.375	NA	5961887.938	NA	3929641.563	NA	3906658.25	NA	1817253.531	NA	3402029.75	NA	2212440.844	304289.7813	3217277.75	363867.0938	2229838.688	272388.125	2990195.813	526610.3125	3575389.563	826998.25	3197922.625	650907.125	1205521.422	725696.0625	1483683.75	950973.6875	645622.5	849069.25
Q9UNS1	Protein timeless homolog OS=Homo sapiens OX=9606 GN=TIMELESS PE=1 SV=2	41.291	6	1399106.922	NA	2179932.031	NA	2680133.586	NA	2031665.875	NA	1655049.703	231805.9141	470298.9688	62859.36719	411306.3125	NA	426641.5781	467971.5938	513734.4375	415262.9531	196402.2266	212577.5781	NA	705874.5469	137013.7031	484277.6875	NA	175544.9219	NA	1019450.828	NA	1047091.797	3996832	397093.375	5388063.344	1075004.734	3882909.359	101987.5625	3095311.359	753035.25	3245778.469	589195.3984	3645559.938	757249.9219	493037.0938	912632.0625	1298653.922	791329.4375	1399681.188	459234.7109	136703.0313	721433.7422	199556.4688	NA	425662.0313	288865.5938	NA	125843.2109	NA	251994.0781	NA	870553.1875
Q9UNS2	COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3	169.589	16	65418698.75	2128395.75	63346544.91	1982000.25	74555782.06	1618208.563	56239665.56	6670847	58355020.47	5765884.406	57514399.38	6019019.875	60800319.38	14281431.19	59875153.41	8245168.75	53736352.13	13234721.78	176027080.1	22565806.09	51383217.94	14220845.56	181712995.8	27507470.25	47642330.81	72661097.44	29204723.88	72579180.63	39777872.88	72136056.5	66285552.19	1188224.063	81339738.38	607785.875	212312511.4	368876.0625	70809742.31	1724358.313	72579448.25	5351511	61006744.63	5374088.656	58983881	11223116.75	57265844.69	9662042.406	52815738.63	3932419.094	45652143.5	12835453.14	46098501.25	14293059.03	164640192.7	14777242.56	27776417.88	34583389.78	35087902	32724134.28	27016461.5	33013742.25
Q9UNW1	Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1	7.96	2	2596281.938	NA	2072245.875	NA	849652.6875	NA	2498750.625	NA	1799503.063	NA	2098910.313	NA	2296130.063	NA	1703725.344	NA	504217.4063	NA	1330740.844	NA	1142122.969	NA	1292008.156	NA	NA	NA	NA	NA	NA	NA	3086350.438	NA	4246440.688	NA	3490036.719	NA	2847674.688	NA	2934207.656	NA	2760775.469	NA	1465574.25	NA	1896482.266	NA	2330545.875	NA	1315932.438	NA	507092.4063	NA	1861704.188	NA	NA	NA	515162.9063	NA	NA	NA
Q9UNX3	60S ribosomal protein L26-like 1 OS=Homo sapiens OX=9606 GN=RPL26L1 PE=1 SV=1	165.494	3	6912924.625	390364.3438	5988513.375	NA	8381706.125	443998.7813	9370956.375	909934.8438	6790027.125	609539.7188	9134752.813	584958.4375	8377684.875	2093681.031	9210879.375	2868873.125	7328867.25	2134946.281	9393459.5	3995953.844	7262874.875	3249609.906	10514451.5	2627123.438	7626394.563	10458452.94	7852831.313	11423101.06	7786504.563	10938887.31	10669032.25	NA	13345693.63	NA	12993431.38	NA	18038508.41	488402.5625	14776521.59	464296.5	13307295.63	335859.9688	12524310.5	1087875.219	14119208.19	1034623.719	12170677.56	2106764.719	14124173.19	2233801.406	14022036.75	1729943.063	16199771.06	2336991.063	8316537.813	3520488.938	9552989.438	4252052.156	11697704.5	5022564.875
Q9UNX4	WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1	152.008	22	47767371.81	8171410.375	57093805.34	3109383.344	51332563.56	3609284.188	42390016.91	1531187.047	43946387.97	4000635.5	38856241.38	6915661.188	52563370.44	11654889.88	39395319.63	9519791.438	43961308.09	9514890.156	38131985.28	13926134.59	36377834.41	12367200.88	47535916.53	17835762.56	34529204.31	32081299.56	33606065.34	31030531.5	40168548.75	35347699.75	27990585.38	2605795.125	42097393.75	NA	32355624.56	754346.5313	37307281.25	328786.9375	31635576.44	3067446.438	24849080.91	1404446.844	26940959.88	608529.2969	28770325.5	1673804.313	28297702.38	2507268.281	29662667.66	5785823.906	31559258.34	7323796.563	36494000.13	7272061.297	16901827.22	12183191.16	19555715.56	12664526.88	21427054.63	11278218.03
Q9UNY4	Transcription termination factor 2 OS=Homo sapiens OX=9606 GN=TTF2 PE=1 SV=2	38.255	9	740636.0625	3584193.406	1257435.844	3452691.25	1135493.156	1582975.813	322178.7813	3542694.406	1348229.563	1536996.625	1231978.656	1319495.141	363751.7188	2383152	545977.1875	1920272.938	340577.25	1365632.688	NA	1957839.906	NA	1119635.063	NA	1932160.875	NA	3146142	NA	2159117	NA	2619817.5	6552610.875	NA	9896467.219	NA	8027375.906	NA	8554701.344	1029452.813	5005012.5	NA	5280770.516	790617.875	3351296.844	NA	5015629.453	269825.5313	3732558.984	NA	3079696.469	1080685.281	3834246.125	925885.125	2765984.844	1059782.344	340131.3125	1241356.625	NA	920393.9688	506043.9688	1356481.75
Q9UNZ2	NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2	227.218	20	101083142.5	1249191.938	107922755.5	4809439.813	120199517.4	2041286.188	101143202.5	3676768.063	96045277.31	5349219.75	91876637.06	2844723.125	98880637.25	9557417.875	91883661.97	10389272.53	92210894.31	13311306.44	84014872.38	17433167.38	66068434.31	14409230.59	83749618.59	19901604.31	45466910	40596612.25	45283412.75	39525179.31	53628375.94	53053063	126265625.5	520922.6563	154652613.1	1336481.875	129453573.3	3519855.5	143614518.5	474009.4063	134876287.1	1484218.875	118780972.9	1977066.703	116346112.6	5834329.219	111495177	2619644.313	109776106.2	4396253.844	102383815.2	5452878.438	99576716	8883691.938	106560837.5	10055901.41	51773991.02	21533243.72	53598109.06	21489147.81	72345405.33	27837426.63
Q9UNZ5	Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens OX=9606 GN=C19orf53 PE=1 SV=1	10.779	4	8815885.156	NA	15244746.73	509863.1719	17121007.56	358616.6563	13056793.38	1502717.297	13049991.66	1425925.938	14228734.63	947689.2031	10459942	4273527.719	10092293.88	4074287.875	12551395	4215319.406	9946892.453	6920906.313	8147020.75	5140735.891	9946952.609	6888831.031	3988872.234	15189923.38	3429801.328	16500467.06	3968109.906	16542416.59	4816115.5	NA	6023137.031	NA	5309877.781	NA	5783003.938	NA	4586726.688	676603.1563	2236780.563	501725.8125	3058284.875	1742918.844	3198786.375	1358490.219	2180698.125	1226613.156	1893684.063	1805911.375	1856564.906	1553492.375	1872767.188	1474315.75	504364.8125	1898215.438	498423.9219	1868219.563	377514.2188	2058656.375
Q9UP83	Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens OX=9606 GN=COG5 PE=1 SV=3	45.992	14	13514906.09	1676967.25	16853562.31	788971.375	21807376.09	1194151.656	11994868.63	1324835.688	13369052.83	863437.3594	13311416.09	1441451.688	14482869.84	3925449.813	7790222.266	1939804.406	12408113.05	2456744.156	12629376.5	3328452.125	10206698.45	2840853.906	9849587.469	3656761.391	4816549.125	7768711.594	4435276.422	7591277.313	2661123.75	9286883.375	12555744.16	812595.1875	14875807.81	288327.9063	11620397.09	956336.7344	12812875.5	798747.4375	11482529.5	1510395.781	11846331.91	1076118.875	9258864.188	1107863.406	9925435.219	1855740.125	9128902.969	1143996.375	5804619.188	1912316.063	5237149.094	2917483.453	6855421.781	1798931.844	1903561.859	4853041.188	1525104.531	4520629.844	4154902.109	2474518.5
Q9UP95	Solute carrier family 12 member 4 OS=Homo sapiens OX=9606 GN=SLC12A4 PE=1 SV=2	14.504	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1549410.563	NA	2716619.188	NA	2430250.938	NA	2330755.438	NA	2699550.625	NA	2452730.188	NA	1823891.375	NA	1545054.313	NA	2324916.531	NA	738889.25	NA	1422622.906	NA	2367702.75	NA	997762.4688	NA	1549724.781	NA	1984865.313	NA
Q9UPN3	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4	343.162	68	39519267.61	79056081.75	56081487.69	72580624.22	73066361.78	85793197.5	55639106.66	73711264.63	61371182.09	71638280.5	56011129.14	77470131.84	59303065.88	80788485.95	46949741.36	73396491.05	50060786.67	80298287.94	48156556.22	74724510.23	43457412.48	78163843.5	44578590.89	80540064	25530484.95	67290850.53	24920682.88	67767039.28	29297253.41	72538131.69	34535646.3	482221.8594	46222038.22	1515018.672	71451418.64	1509846.031	69367628.06	2219916.766	72858784.5	1761184.766	73860150.39	4130552.25	37313121.73	1732300.547	30871962.13	2124344.5	56112654.75	1585431.344	32540594.34	5940328.25	33423940.3	9576694.219	58522472.88	8566114.563	29876343.86	18055893.88	19310380.52	17032607.56	37170925.55	18519007.25
Q9UPN4	Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3	28.939	8	2710462.047	356573.7813	2501977.469	263545.3125	4162144.188	2139509.516	932681.2656	275686.8125	1070814.875	NA	505852.8906	361034.75	661899.0313	NA	353199.4844	401227.375	573734.7031	337348.1875	333860.4922	NA	212079.8594	325730.2188	782087.4688	284907.375	NA	NA	NA	365212.875	NA	302837.4063	2343199.5	NA	4090369.25	1821178.5	2437695.813	1308560.625	2927403.609	NA	2099757.422	1935438.375	2190789.813	1405318.625	1080954.031	NA	997532.3594	NA	1765391.469	NA	637337.0625	NA	752253.3281	NA	479432.7813	NA	NA	NA	269158.7813	NA	196391.125	NA
