Accession	Description	Sum PEP Score	# Unique Peptides	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
Q9H6H4	Receptor expression-enhancing protein 4 OS=Homo sapiens OX=9606 GN=REEP4 PE=1 SV=1	14.95	3	9722398.75		9623656.75		10675434.5		11356114.5	959414.5	11054642.5		8261223.25		9491559.75	1015484.375	10058753.5	1074453.5	6653636	511570.4375	7901164.75	1350483.938	8658233.25	808413.1875	8211502.25	1031003.125	3875683.625		4074255.875	609463.375	5863003	1360460.75
O95243	Methyl-CpG-binding domain protein 4 OS=Homo sapiens OX=9606 GN=MBD4 PE=1 SV=1	14.943	5	1265166.734		1626429.438	229507.3281	1608218.375		1107084.188		1549594.656		1538655.031		402263.3438		966082.7813		440626.0625	251839.4844				327423.3125	397754.9063	335334.0625		289453.8438				
Q8TCT8	Signal peptide peptidase-like 2A OS=Homo sapiens OX=9606 GN=SPPL2A PE=1 SV=2	14.929	1														424387.7813		497482.75		1339447.938				549383.8125		810786.375		1090470.375		1361156.25		1479750.875
O14734	Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	14.928	3	5507661.625		5946723.063		4383690.125		5140231.25		4532211.438		3604761.938		5501965.625		4721288.188		4695587.875		5081602.438		3803421.25		3676354.375	667301.125	6294354	1544927.875	6415806	1482737.5	5266007.5	983352.9375
P42695	Condensin-2 complex subunit D3 OS=Homo sapiens OX=9606 GN=NCAPD3 PE=1 SV=2	14.918	5	5844517.531		5049916.563		4366024.375		3915141.063		6026739.625		4374138.781		5101070		4420785.406		4032719.063		3982466.25		4320394.406		3781339.406		1667326.5		3452267.531		1885661.125	
Q9BUL5	PHD finger protein 23 OS=Homo sapiens OX=9606 GN=PHF23 PE=1 SV=1	14.913	5	1636991.875	444526.0938	3609196.563		1786198.5		2997514.625	584924.5	3057958.688	554311.125	1561592.656	665833.25	981292.1563	584099.375	1262421.688	409734.375	1283474.594	495494.9688	955912.4688	439183.6875	247819.2188	501659.9063	375575.9375			449139.9375		388824.75	512205.0625	631581.3125
Q9Y244	Proteasome maturation protein OS=Homo sapiens OX=9606 GN=POMP PE=1 SV=1	14.891	2	1636618		2402069.5		2112700.75		1844912.25		1017088.438		1200046.375				1056100.625		722559.5													
Q6PCB5	Lysine-specific demethylase RSBN1L OS=Homo sapiens OX=9606 GN=RSBN1L PE=1 SV=2	14.886	3	363073.125	1125902.125	894418.3125	1032761.5	1058456.5	1226062.375	2264724.125	536351.9375	2134173	563400.9375	2171394.938	471026.75	2297613.875	455450.8438	2346024.313	551979.5	2452422.063	552046.5	2010281.938	517816.0625	2212179.281	604150.3125	2095234.375	221455.6719	1270934.125	690305.1875	1437652.75	684957	1325893	623184.375
Q5VZL5	Zinc finger MYM-type protein 4 OS=Homo sapiens OX=9606 GN=ZMYM4 PE=1 SV=1	14.852	3	1239735.906		1307873.313		1278052.719		1585246.5	227684.8438	1409385.375		1035195.031	303012.7813	773922.375		364062.1563		1605426.688	233304.6563	659293.625	337494.8125	1110946.156	198506.0938	1167226.906	287470.4375	268846.9063	408606.5625		639600.875	344840.2188	493152.4063
Q9Y3X0	Coiled-coil domain-containing protein 9 OS=Homo sapiens OX=9606 GN=CCDC9 PE=1 SV=1	14.839	3	392828.75	1230691.625	438544.0625	1603414.75	540472.9375	1031902.063	785458.3125	1119761.375	552596.375	1217711.125	555589.625	1389890.375	707334.8125	872988.5	406444.6563	1083684.625	534938.6875	779685.25	550417.4375	732866.625		669479.6875	444785.1875	700899.25		586949.75		560775.8125		808246.625
Q9UFW8	CGG triplet repeat-binding protein 1 OS=Homo sapiens OX=9606 GN=CGGBP1 PE=1 SV=2	14.837	4	3195889.656	1067651	4039255.688	616010.25	3437252.531	2010646.641	3364908.688	3639881.25	1920255.469	3001922.5	3013704.594	1720118.5	2277038.625	3560852.75	2070484.594	3376022.75	1628787.688	1832261.625	1762578.375	2947732.5	1157351.375	3716408	797758.5	4808953.5		3378614.75		2318989		3411866.5
Q9Y2Y0	ADP-ribosylation factor-like protein 2-binding protein OS=Homo sapiens OX=9606 GN=ARL2BP PE=1 SV=1	14.793	2	1925644.063		2084550.375		1530590.563		2089993.5		2112663.75		2014473.938		1540958		1482728.875		1873171.563		1490335.688		1290382.438		1382754.188		727005.6875		1172288.438		1375049.563	
Q9BX95	Sphingosine-1-phosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=SGPP1 PE=1 SV=2	14.766	3	1783077.875	287950.5938	2035839.875	622755.625	2299939.375		2545979.75	387539.2188	1883977.25	445891.1875	1604112.375		912709.9375	269936.4375	1557746.875	443633.125	1564103.406		1382594.188				531433.5							
O15156	Zinc finger and BTB domain-containing protein 7B OS=Homo sapiens OX=9606 GN=ZBTB7B PE=1 SV=2	14.763	2	2083317.313		2623140.313		1880991.188		646952.75		2096194.188		2377332.188		1375276.938	191194.4844	2053458.313		1574379.031	240939.5625	1265376.344	260200.3125	1162755.125		1510298.25	287147.5	1229304	484145.5625	1549207.5	289196.625	1386213.5	492680.7813
A7E2V4	Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1	14.735	3	385685.4063						527796.1875		502544.4688		254139.0313		303287.1563				540378.25		427450.625		301659.6563		530079.8438		242676.4375		340239.8438		554495.6719	
Q6EEV4	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 OS=Homo sapiens OX=9606 GN=POLR2M PE=1 SV=1	14.727	1	2668824.5		4302751.5		3642309.5		3450897.25		3396210.25		2817453		2632239.25	1979170.875	2617090.5	926721.875	2688572.75	1810112.25			2403977.5	2908227.875		2556928.125		1644817.75		1915912.625	1290596.625	2005756.875
Q4ZIN3	Membralin OS=Homo sapiens OX=9606 GN=TMEM259 PE=1 SV=1	14.721	4	1217909.938		1656543.531		1292345.625		981450.6563		1426758.281		975827.375		718267.9688		1235436.906		740033.375		918489.0313		259135.5625		830185.1563				522382.125			
Q9H999	Pantothenate kinase 3 OS=Homo sapiens OX=9606 GN=PANK3 PE=1 SV=1	14.717	2																														
Q8WWI5	Choline transporter-like protein 1 OS=Homo sapiens OX=9606 GN=SLC44A1 PE=1 SV=1	14.709	3	851607.9375	815025.25			2118090.875	523915.6875	3739545.25	499833.25	826601.1875	551325.5	728270.6875	449452.2188	788265.375		2531986.75		1910690.25		640952.0625	621751.5625	2622685.688	429093.7188		780574.9375	2129454.438		1628176.656	394211.5	469206.1563	
Q01201	Transcription factor RelB OS=Homo sapiens OX=9606 GN=RELB PE=1 SV=2	14.701	3	1105847.125		1424797.75		1028678		1849044.781		1709078.031		1032679.156							397088.1563		539738.8125		643990.4375		509508.625		303213.5938		570871.1875		449250.3125
Q8WZ42	Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4	14.699	5	1573196.688		984020.6875		1703022.125		1268608.063	1278280.125	2722473	1360160.5	2363384.625	1111137	1562211.625	3888475.5	1552262.563	3802446.75	2879083	3415138.75	1503847	5526566.5	1753078.938	4832260.5	2171398.063	6076794.5	1705553.969	9478986	1233149.031	10711985	2230755.125	10646808
Q8N4C8	Misshapen-like kinase 1 OS=Homo sapiens OX=9606 GN=MINK1 PE=1 SV=2	14.697	1	229812.9219		310341.7813		363704.9063		627840.0625		311708.8125						392653.2188		323891.2813													
Q658Y4	Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3	14.66	4	1940887.375		1953584.563		2134857		2928645.563		2772771.313		1488226.563		1613361.188		2027396.469		1461195.375	248862.125	2162369.938	386354.8125	1535547.875	281930	1281599.813	336211.5625	475697	324433.125	320681.375	386054.2813	549038.5625	385109.1875
Q7Z6J9	tRNA-splicing endonuclease subunit Sen54 OS=Homo sapiens OX=9606 GN=TSEN54 PE=1 SV=3	14.656	5	1747943.938	926446.1875	1356504.188	732597.25	817856.0938	1024853.75	1155120.563		1866219.5	1317125.5	481404.6875	1438333.875	670537.5625		848495.0625		804243.8125	1089848	857133		713438.8125	773635.625	728981.1875				449224.125			
Q92828	Coronin-2A OS=Homo sapiens OX=9606 GN=CORO2A PE=1 SV=2	14.652	4	1420292.094		1282163.5		1223210.313		602845.4375		1549516.938	758289.25	1343886.625		967152.125		1084930.969		730513.1094		1410065.469	1522460.625	1401556.375		363748.5		278269.5313					
Q9Y3C4	EKC/KEOPS complex subunit TPRKB OS=Homo sapiens OX=9606 GN=TPRKB PE=1 SV=1	14.635	3	1919888.75	1928574.75	1943601		2146330.5		1644233.125		1713613.5		2128262.75		1266290.375		1621055.625	326934.8438	995528.6875	462437.625	995295.5		747086	914511.4375	1047352.25		384767.5625	745552.125	396308.9375	452156.3438	474873.6875	649170.75
Q8NDT2	Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3	14.629	4	1503304.688		2059503.313		2157785.75		2313275.688		1716911.875		1489091.438		1675541.844		815824.0625		840429.5		1132981.5		894374.4375		827069.375		236236.2031					
Q9Y5Z9	UbiA prenyltransferase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBIAD1 PE=1 SV=1	14.628	2	2891730.375		2915956.375		2583804.313		2255503.063		1807299.188		2387926.25		1852908.813		2036507		2016829.875		1974338.875		1936578.188		1935300.313		622171.4375		703382.1875		694872.5	
Q5TA45	Integrator complex subunit 11 OS=Homo sapiens OX=9606 GN=INTS11 PE=1 SV=2	14.621	4	1220706.031	18046540	2626076.625	25952042	1173894.813	18272274	1952489.438	37464060	1148772.031	33098594	1157432.414	32790926	994365	32586798	1662525.938	26328426	3161641.828	28109730	864517.75	18853616	897513.4375	19168818	1575695.063	20552126	472733.1875	13531282	486128.625	14379491	336155.9688	10234523
Q8N9N7	Leucine-rich repeat-containing protein 57 OS=Homo sapiens OX=9606 GN=LRRC57 PE=1 SV=1	14.608	4	18807544.44		22194219.13		20312687.69		18900356.13		19221826.63	1578095.125	15612881.88	1685528.156	16562177.06		14376597.63	1845116.375	13607076.44	2177412.25	11870638.44	568564.6875	13798255.25	3290986.719	11529483.31	3005539.906	7425539.813	5966288.688	7213185.281	4501968.688	9503072.75	6522650.188
Q96RU2	Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens OX=9606 GN=USP28 PE=1 SV=1	14.6	4	2984883.781	4446637	4579073.375		3063817.688	4586175.5	2553562.75		2458636.063		2935898.938		1997952.219	5319064.5	2544358.281	5844128	2081579.094	5879525.5	1295623.75		1604576.219		1700889.813	4989668	245058.4844					
Q96Q45	Transmembrane protein 237 OS=Homo sapiens OX=9606 GN=TMEM237 PE=1 SV=2	14.561	4	3031653.875	417953.9063	2736229.188	2323236.75	2284424.438	453830.1563	3330704.75	3998086	444225.2813		3166052.375	824905.3125	1356739.5	944669.3125	1454885.75	2870134.75	1519622.125	2085139	469494.4063	456558.0625	847417.3125		2100075.438	526545		461876				
P62273	40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2	14.551	2	98025583	586619.9375	115708441.5	698148.0625	107876733.5	612179.4375	122329342.5	4794191.75	123042598	4825893.625	117800464.5	4070773.813	104570298	10886542.38	105072043.5	10904086.06	110933314.5	10547023.88	82139105.5	13870942.06	90085790.25	13709363.06	90777100.5	14623392.88	62166487.75	25276484.63	61412838.25	25994299.63	68294003.75	28943608.63
Q9UQ90	Paraplegin OS=Homo sapiens OX=9606 GN=SPG7 PE=1 SV=2	14.535	4													647436.8125						1116245.25		30602092		949816.0625		903190.1875		1459315.375		1274613	
Q86XK3	Swi5-dependent recombination DNA repair protein 1 homolog OS=Homo sapiens OX=9606 GN=SFR1 PE=1 SV=2	14.502	2	2883281.75		4213113.5		2807008.5				3216327		2076133.125		1786573.5		2328277.25															
Q5VSL9	Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1	14.493	4	3092103.625		4877223.625		3363377.281		4409096.75		3524678.313		3516950.75		1702222.531		2022276.313		1964940.156		1116021.734		1373317.625		486576.3438							
Q92613	Protein Jade-3 OS=Homo sapiens OX=9606 GN=JADE3 PE=1 SV=1	14.492	5	792801.1875		676136.5				641023.6875		776503.125						787389.625		620008.0625		242700.3281								547869.8125		871321.6875	
P60484	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN OS=Homo sapiens OX=9606 GN=PTEN PE=1 SV=1	14.475	5	1881131.375	2736605.531	3361730	2968418.969	3516854.969	1417169.875	4935507.563	1327941.875	3994449.063	750682.3125	3540616.688	3347546.75	2861592.438	3748993.188	1770940.625	2972594.063	4069401.5	2098591.563	2446924.125	967525.8125		732305.1875	3141953.313	1866372		948272.6875	431368.5938	1469718.5	343142.2188	1020573.875
O95985	DNA topoisomerase 3-beta-1 OS=Homo sapiens OX=9606 GN=TOP3B PE=1 SV=1	14.473	3	359378.2188				308619		1367066.188		1432108.438		675505.3125		1724341.625		2449821.125		3070413.188		4106349		4059430.125		3986130.5		8192713.25		7354972		9732784	
Q96J42	Thioredoxin domain-containing protein 15 OS=Homo sapiens OX=9606 GN=TXNDC15 PE=1 SV=1	14.459	3	1072318.75		1278650.875		1235400.625		12016965		959602.0625		1311931.625		713511.5625		875586.4375															
Q9NZM3	Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3	14.455	5	1040612.406	669022.3125	945123		955273.2188		1059601.375		1223633.875		1171499.469		478664.1875		2016831.188		530725.5625		1754183.25		454894.2813	514003.0938				435524.7188				
Q9NWU2	Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1	14.453	2	2823897.25		2442461.875		3372125	1019207	1220118.625	1550059.125	2466622.5		2259187.5				870118		2639705.063	1040145.813	2065801.063		2714224.375		3107317.125				1693230		4779142.625	
Q9BQB6	Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens OX=9606 GN=VKORC1 PE=1 SV=1	14.429	1	8256751.75		9788101.125	1187735.125	8010529.063		9186462.125	1089808.25	7423925		6812598.813	791124.5625	6525521.438	1640359.688	6559895.438	1197448.625	5727037.063	1760626.438	6697687.25	2233509.469	6259664.813	1545429	5953962.563	1387852.25	3098134.375	3134944.75	3511675.375	2794623.5	3257623.781	2827302.5
Q7Z7A3	Cytoplasmic tRNA 2-thiolation protein 1 OS=Homo sapiens OX=9606 GN=CTU1 PE=1 SV=1	14.42	4	2662967.5	1666394.625	2854057.5	2625719	1714973.25	1970798	2359068.75	2483226.25	2030020	1940735.375	2252238.75	2744121	2087952.5	1941440.25	1564523	2717114.5	1591434	2870333.75	2211489.75	2249012.25		2570314	1913264.375	1932824	828625.0625	1045416.25	1490294.375	1291933.75	893706.5625	1032567.875
Q8N1G0	Zinc finger protein 687 OS=Homo sapiens OX=9606 GN=ZNF687 PE=1 SV=1	14.383	3	1350120.25		2391857.688	582697.0625	1784319.563	819058.8125	1885434.156		1381173.813		1460854.313		1062387.938		1201310.469		1326172.563		940944.9063	662314.9375	934380.4375		817349.4375			483432.7188				
Q92506	(3R)-3-hydroxyacyl-CoA dehydrogenase OS=Homo sapiens OX=9606 GN=HSD17B8 PE=1 SV=2	14.348	4	1822488.156		1856444.188		1582337.031		1913808.25		1760102.25		1534953.844		1191852.5		1085587.625		1506958.656		1392299.563		841057.7813		1430100.531				486835.625		280416.5938	
Q06330	Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3	14.327	5	1801555.313		2473166.75		1779501.75		1955657.875		2562935.188		1655695.375		1677633.469		1725881.625		1167878.688		1215127		1192171.875		1205169.938		193767.0156		347534.9063		553610.1406	
Q6P1R4	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like OS=Homo sapiens OX=9606 GN=DUS1L PE=1 SV=1	14.317	5	2600510.438		3258840		595405.25		637282.6875		3697947.125		3868485.75		1497727.25		381785.1563		2347476.219		1703065.031		1556941.75				1338288.25		1094365.344		1155845.75	
Q8N5G2	Macoilin OS=Homo sapiens OX=9606 GN=MACO1 PE=1 SV=1	14.311	5	18523432.31		27505720.06	468240.5313	23738981.31	753208.3438	29008478.44		25392586.59	399114.8438	23487405.25	741314.9688	16297525.13	1052968.844	20819513.41	1181959.25	16308419.13	924180.9375	12644702.8	1069693.063	15362353.53		13962695.69	488692.9063	7421422	193874.2813	9933919	357010.9063	10252883	861066.3438
Q16890	Tumor protein D53 OS=Homo sapiens OX=9606 GN=TPD52L1 PE=1 SV=1	14.306	2	2251002.438	114156.3359	2010820.719	197876.5469	1697988.969	221067.75	3000682.078		2414919.422	70590.35938	2802386.609	148373.2031	2137351.297	219241.4297	1761138.656		534264	107897.2461	546847.2031	377151.4922	1328561.125	294398.4922	1712814.102	174178.4102	139242.7344	424984.4219	106324.3672	319789.4375	188501.9922	368299.75
Q12981	Vesicle transport protein SEC20 OS=Homo sapiens OX=9606 GN=BNIP1 PE=1 SV=3	14.304	3	2888100.938	537513.3125	4451624.125		3646976.5		3017098.875	523459.7813	2979256.313	496256.125	2697157.281		5241052.938		1939046		1563403.688	515938.5313	2508487.781		2442719.438	410599.125	2152730.625		909811.25	550463.3125	742899	409724.0313	317320.5938	903267.0625
Q96BQ5	Coiled-coil domain-containing protein 127 OS=Homo sapiens OX=9606 GN=CCDC127 PE=1 SV=1	14.287	4	440940.625		1531488.906		695123.1875		1352374.563		764214.8125		795387.8125				630112.125						654092.8125				659416.8125		900167.75			
Q13627	Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Homo sapiens OX=9606 GN=DYRK1A PE=1 SV=2	14.251	3	425968.3125		6879718.875		1429904.75		3527519.063		633160.8125		1592034.563	218806.5781			5027269.938		3652167.875		419981.875		1386800					435844.8438	2180767.5	485169.2813	449978.9063	576422.125
P13716	Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1	14.236	3	2304113.5		2073237.125		1736500.313		2919040.75		757296		2622064.75		1253493.25		1712361.563		796970.6875		694076.75		1287800.5		467371.5625		1020896.563					
Q8N138	ORM1-like protein 3 OS=Homo sapiens OX=9606 GN=ORMDL3 PE=1 SV=1	14.225	1	946366.3125		1085183		880879.25		1326667.875		841393.75		831350.6875		546696.8125		528117.875		543119		513440.0938		667473.5	1555671.875								706478.75
Q9UPR0	Inactive phospholipase C-like protein 2 OS=Homo sapiens OX=9606 GN=PLCL2 PE=1 SV=2	14.21	4	2981492.438	931742.4375	2760934.125	940513.375	3192140.625	1064362.375	2777230.25		2345437.375		2257883.969		2124246.188	871663.4375	2911611.125		2839184.188	1004633.688	2680887.375	899903.25	3286670.938	938491	3257353.688	852048.75	477261.1875	761264.75	1310612.469	720918.1875	1375641.938	652597.75
Q6NZ67	Mitotic-spindle organizing protein 2B OS=Homo sapiens OX=9606 GN=MZT2B PE=1 SV=1	14.188	2	2334944.5	2601261.25	3658589.75	3265203.5	2713050.875	2358140	2288369.063	1902187.5	2023598.5	2052421.75	2618093.375	1763247.875	1750385.625	1538533.5	2634857	1645506.75	1754184.938	1919355.625	1409751.75	1334130.875	2386736.5	1579632.375	647793.25	1805286.375		988147.3125		1087266.5		1097882.625
Q9Y6N1	Cytochrome c oxidase assembly protein COX11, mitochondrial OS=Homo sapiens OX=9606 GN=COX11 PE=1 SV=3	14.167	3	1002342.625		1061251.25		1234411.375		793023.375		778871.0625		730945.9375		529779		585907.75		559206.4375		727043.25		457714.0938		410184.8438							
Q8NFI3	Cytosolic endo-beta-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=ENGASE PE=1 SV=1	14.156	4		32370186	504720.75	45101788	3622119.906	36802740	33552807.25	48473428	26031408	48766728	3357275.875	34933460	18017046	39151000	26549166.25	41461480	319226.75	36952400.5	2321710.75	43354077.25	26154395.5	46956298.25	2168609	48494442.38		30762488	1962357.25	30108788	2217073.75	34740716
O60513	Beta-1,4-galactosyltransferase 4 OS=Homo sapiens OX=9606 GN=B4GALT4 PE=1 SV=1	14.151	2	4795109.875		3930787.625		2525181.5		2698202.063		2391711.438		5897303.063		4938452.531		3408647.688		4892396.625		3440470.563		4492198.75		4317309.688		3715355.375		2452861.125		6402210	
O95857	Tetraspanin-13 OS=Homo sapiens OX=9606 GN=TSPAN13 PE=2 SV=1	14.138	2	2065920.25	678456.0625	5415493.5	1163556.875	5845195.75		5225673.75		4240203.375		4479002.25	785937.3125	1272112.875	1525212.125	1813013.375	694369.125	3945600.5	637043.125	885397	938929.75	1114453	757592.25	2798321	1090368.5	254914.7656	1541345.625		2691153.25	352220.4688	3115011.063
O75676	Ribosomal protein S6 kinase alpha-4 OS=Homo sapiens OX=9606 GN=RPS6KA4 PE=1 SV=1	14.134	2	1699299.25		1637979.938		1917578.625		1999110.375	893720	1390573.313	843823.25	1406558.938		1633186.188		1536814.813		1273917.25		1304448.5		1433570.563		649562.75							
Q9HD34	LYR motif-containing protein 4 OS=Homo sapiens OX=9606 GN=LYRM4 PE=1 SV=1	14.115	3	2930871.375		3664275.875		3321354		2801022.25		2628982		2529694.5		2054790.375		2321962.813		2371941.5		1761088.625		1829040.625		2002811.25		248397.8438					
P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	14.086	3	834919.6875		497544.875	2466689.75	614387.75	2467613.75	710683.6875	3579922.75	609190.1875	1010942.188	663333.6875	3446569.625	636782.8125		646904.1875	3886521.625	652529.375	3414839.125	849912.5	2177053.5	674073.9375	4420413.5	675870.625	4850692.25	629470.25	2041458.125	442241.8125	6460387	362164.6563	5341925
